"meta.src_ip.keyword: Descending","meta.dst_ip.keyword: Descending","start: Descending","end: Descending","file_size_MB: Descending","percent_retrans: Descending","values.tcp_rtt_min: Descending","values.tcp_rtt_max: Descending","values.tcp_rtt_std: Descending","Max throughput_Mbps"
"dtn07.nersc.gov","ie22.ncsa.illinois.edu","December 9th 2017, 13:39:04.000","December 9th 2017, 13:39:14.000","427.82","0.002","52.629","93.419","3.328","340.2"
"dtn07.nersc.gov","ie22.ncsa.illinois.edu","December 9th 2017, 13:39:04.000","December 9th 2017, 13:39:14.000","423.63",0,"52.613","96.963","3.177","336.9"
"dtn07.nersc.gov","ie22.ncsa.illinois.edu","December 9th 2017, 12:03:50.000","December 9th 2017, 12:03:58.000","482.35",0,"52.643","92.67","4.089","456.1"
"dtn07.nersc.gov","ie22.ncsa.illinois.edu","December 9th 2017, 12:03:50.000","December 9th 2017, 12:03:58.000","473.96",0,"52.638","92.678","4.081","451.4"
"dtn07.nersc.gov","ie22.ncsa.illinois.edu","December 9th 2017, 12:03:50.000","December 9th 2017, 12:03:58.000","369.1",0,"52.623","92.619","4.071","351.5"
"dtn07.nersc.gov","ie22.ncsa.illinois.edu","December 9th 2017, 12:03:50.000","December 9th 2017, 12:03:58.000","359.91","0.002","52.624","95.981","3.449","342.8"
"dtn07.nersc.gov","ie22.ncsa.illinois.edu","December 9th 2017, 11:37:21.000","December 9th 2017, 11:37:27.000","283.8",0,"52.623","92.234","4.263","451.4"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","November 26th 2017, 13:15:41.000","November 26th 2017, 13:18:35.000","13,182.75","0.001","52.644","92.083","2.818","607.2"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","November 26th 2017, 13:15:41.000","November 26th 2017, 13:18:35.000","12,247.42","0.001","52.639","92.457","2.857","564.1"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","November 26th 2017, 13:15:41.000","November 26th 2017, 13:18:35.000","11,970.59","0.001","52.644","99.594","2.975","550.7"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","November 26th 2017, 13:15:41.000","November 26th 2017, 13:18:35.000","11,521.8","0.001","52.649","102.34","2.965","530.4"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 13:02:00.000","December 9th 2017, 13:02:14.000","946.1","0.001","52.601","92.334","4.818","535.3"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 13:02:00.000","December 9th 2017, 13:02:14.000","553.65","0.002","52.592","92.536","3.285","312.4"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 13:02:00.000","December 9th 2017, 13:02:14.000","448.79","0.002","52.601","92.657","3.49","253.9"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 13:02:00.000","December 9th 2017, 13:02:14.000","432.02","0.002","52.599","95.959","2.996","244.4"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 12:46:06.000","December 9th 2017, 12:46:10.000","296.63",0,"52.627","91.968","4.128","508.1"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 12:46:06.000","December 9th 2017, 12:46:10.000","212.18",0,"52.622","92.441","4.341","368.2"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 12:46:06.000","December 9th 2017, 12:46:10.000","165.54",0,"52.634","101.191","4.302","287.3"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 12:46:06.000","December 9th 2017, 12:46:10.000","133.25","0.007","52.643","92.809","3.61","231.2"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 10:17:39.000","December 9th 2017, 10:17:46.000",437,0,"52.648","91.929","4.665","506.7"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 10:17:39.000","December 9th 2017, 10:17:46.000","339.58",0,"52.647","92.694","3.531","397.2"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 10:17:39.000","December 9th 2017, 10:17:46.000","301.52",0,"52.66","91.945","4.313","352.1"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 10:17:39.000","December 9th 2017, 10:17:46.000","272.33",0,"52.649","100.971","4.896","318.1"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 09:40:12.000","December 9th 2017, 09:40:20.000","454.55","0.002","52.654","92.371","4.254","479.7"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 09:40:12.000","December 9th 2017, 09:40:20.000","261.13",0,"52.647","92.104","3.763","274.5"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 09:40:12.000","December 9th 2017, 09:40:20.000","188.75",0,"52.645","96.079","4.445","199.2"
"dtn07.nersc.gov","ie21.ncsa.illinois.edu","December 9th 2017, 09:40:12.000","December 9th 2017, 09:40:20.000","142.78",0,"52.676","96.197","4.673","150.5"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","November 9th 2017, 21:31:10.000","November 9th 2017, 21:36:46.000","35,869.828","0.001","50.74","101.834","1.069","854.9"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","November 9th 2017, 21:31:10.000","November 9th 2017, 21:36:46.000","35,840.469","0.001","50.742","91.867","1.142","854.1"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","November 9th 2017, 21:31:10.000","November 9th 2017, 21:36:46.000","35,835.66","0.001","50.739","90.14","0.946","853.9"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","November 9th 2017, 21:31:10.000","November 9th 2017, 21:36:46.000","35,731.422","0.001","50.731","89.871","0.904","851.6"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 1st 2017, 12:57:54.000","December 1st 2017, 12:59:54.000","7,323.97","0.001","52.687","105.821","7.079","486.6"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 1st 2017, 12:57:54.000","December 1st 2017, 12:59:54.000","1,524.92","0.001","52.86","119.999","9.851","101.3"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 1st 2017, 12:57:54.000","December 1st 2017, 12:59:54.000","968.13","0.001","52.868","121.755","8.671","64.3"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 1st 2017, 12:57:54.000","December 1st 2017, 12:59:54.000","930.31","0.001","52.671","124.346","8.104","61.8"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 9th 2017, 09:40:12.000","December 9th 2017, 09:40:20.000","451.87",0,"52.651","91.966","4.108","471.9"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 9th 2017, 09:40:12.000","December 9th 2017, 09:40:20.000","314.09","0.003","52.65","91.964","4.48","325.9"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 9th 2017, 09:40:12.000","December 9th 2017, 09:40:20.000","254.6",0,"52.639","92.25","4.85","265.9"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 9th 2017, 09:40:12.000","December 9th 2017, 09:40:20.000","188.74",0,"52.691","92.492","3.954","197.1"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 8th 2017, 16:00:18.000","December 8th 2017, 16:00:33.000","734.64","0.001","52.667","63.104","2.884","408.7"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 8th 2017, 16:00:18.000","December 8th 2017, 16:00:33.000","514.42",0,"52.64","92.455","2.823","287.4"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 8th 2017, 16:00:18.000","December 8th 2017, 16:00:33.000","245.61",0,"52.655","92.859","4.719","137.2"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 8th 2017, 16:00:18.000","December 8th 2017, 16:00:33.000","245.02","0.004","52.705","92.387","4.895","136.8"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 9th 2017, 10:44:14.000","December 9th 2017, 10:44:23.000","472.55",0,"52.641","92.426","4.69","400.9"
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 9th 2017, 10:44:14.000","December 9th 2017, 10:44:23.000","258.86",0,"52.657","92.691","5.852",222
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 9th 2017, 10:44:14.000","December 9th 2017, 10:44:23.000","128.32",0,"52.651","92.609","6.251",110
"dtn07.nersc.gov","ie20.ncsa.illinois.edu","December 9th 2017, 10:44:14.000","December 9th 2017, 10:44:23.000","125.58",0,"52.647","100.975","5.681","107.7"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 9th 2017, 14:05:41.000","December 9th 2017, 14:05:50.000","762.33",0,"52.648","92.528","6.728","711.6"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 9th 2017, 14:05:41.000","December 9th 2017, 14:05:50.000","317.69",0,"52.629","91.965","4.375","297.9"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 9th 2017, 14:05:41.000","December 9th 2017, 14:05:50.000","180.36","0.005","52.658","97.982","3.802","169.2"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 9th 2017, 14:05:41.000","December 9th 2017, 14:05:50.000","125.83",0,"52.623","96.183","2.981","117.9"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","November 26th 2017, 13:15:41.000","November 26th 2017, 13:18:26.000","12,721.38","0.001","52.638","92.618","2.165","617.7"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","November 26th 2017, 13:15:41.000","November 26th 2017, 13:18:26.000","12,620.71","0.001","52.622","91.878","2.169","612.8"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","November 26th 2017, 13:15:41.000","November 26th 2017, 13:18:26.000","11,920.26","0.001","52.638","92.23","2.202","578.7"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","November 26th 2017, 13:15:41.000","November 26th 2017, 13:18:26.000","11,660.21","0.001","52.627","95.967","2.238","566.1"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 10th 2017, 11:04:59.000","December 10th 2017, 11:05:11.000","687.87",0,"52.622","92.018","2.354","496.2"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 10th 2017, 11:04:59.000","December 10th 2017, 11:05:11.000","590.76","0.002","52.625","92.171","2.398","427.7"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 10th 2017, 11:04:59.000","December 10th 2017, 11:05:11.000","452.99","0.002","52.612","92.793","2.673",328
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 10th 2017, 11:04:59.000","December 10th 2017, 11:05:11.000","436.21",0,"52.62","95.964","3.111","315.8"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 11th 2017, 20:06:10.000","December 11th 2017, 20:06:33.000","1,316.81","0.001","52.635","106.916","10.795","455.8"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 11th 2017, 20:06:10.000","December 11th 2017, 20:06:33.000","1,251.55",0,"52.645","105.948","10.918","432.3"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 11th 2017, 20:06:10.000","December 11th 2017, 20:06:33.000","1,170.33","0.001","52.657","108.406","10.014","405.1"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 11th 2017, 20:06:10.000","December 11th 2017, 20:06:33.000","1,024.28","0.001","52.644","105.927","10.421","354.6"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 9th 2017, 14:37:58.000","December 9th 2017, 14:38:08.000","578.82",0,"52.622","92.508","4.149","455.3"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 9th 2017, 14:37:58.000","December 9th 2017, 14:38:08.000","574.62",0,"52.619","106.937","5.785","453.4"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 9th 2017, 14:37:58.000","December 9th 2017, 14:38:08.000","421.84","0.002","52.631","100.967","5.089","332.8"
"dtn07.nersc.gov","ie19.ncsa.illinois.edu","December 9th 2017, 14:37:58.000","December 9th 2017, 14:38:08.000","380.19","0.002","52.643","95.133","4.466",300
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 12:40:43.000","December 9th 2017, 12:40:56.000","683.68","0.001","52.644","92.508","2.759",424
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 12:40:43.000","December 9th 2017, 12:40:56.000","578.82","0.002","52.631","92.056","2.857","360.4"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 12:40:43.000","December 9th 2017, 12:40:56.000","478.15",0,"52.631","92.989","2.742","297.7"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 12:40:43.000","December 9th 2017, 12:40:56.000","444.51","0.002","52.613","93.706","2.563","276.7"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 09:34:54.000","December 9th 2017, 09:35:00.000","345.28",0,"52.654","92.254","5.642","400.3"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 09:34:54.000","December 9th 2017, 09:35:00.000","257.92",0,"52.662","63.735","2.905",299
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 09:34:54.000","December 9th 2017, 09:35:00.000","153.7",0,"52.651","92.728","4.612","178.2"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 8th 2017, 16:11:11.000","December 8th 2017, 16:11:21.000","482.35",0,"52.628","95.41","7.074","393.4"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 8th 2017, 16:11:11.000","December 8th 2017, 16:11:21.000","264.24",0,"52.655","92.505","4.844","219.1"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 8th 2017, 16:11:11.000","December 8th 2017, 16:11:21.000","252.08",0,"52.618","92.691","3.537","210.3"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 8th 2017, 16:11:11.000","December 8th 2017, 16:11:21.000","242.46",0,"52.619","92.442","4.023","202.3"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 14:54:30.000","December 9th 2017, 14:54:46.000","781.46","0.163","52.656","92.34","2.769","387.6"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 14:54:30.000","December 9th 2017, 14:54:46.000","740.79","0.099","52.613","101.896","3.191","367.9"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 14:54:30.000","December 9th 2017, 14:54:46.000","695.19","0.097","52.646","92.796","3.017","345.2"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 14:54:30.000","December 9th 2017, 14:54:46.000","661.83","0.123","52.623","95.874","3.039","320.3"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 11:00:11.000","December 9th 2017, 11:00:17.000","296.63",0,"52.647","61.28","2.628","377.9"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 11:00:11.000","December 9th 2017, 11:00:17.000","291.91",0,"52.643","92.302","4.333","373.6"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 11:00:11.000","December 9th 2017, 11:00:17.000","176.31",0,"52.649","95.931","5.562","225.7"
"dtn07.nersc.gov","ie18.ncsa.illinois.edu","December 9th 2017, 11:00:11.000","December 9th 2017, 11:00:17.000","173.39",0,"52.659","92.767","5.112","221.9"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 10:54:51.000","December 9th 2017, 10:54:58.000","568.79","0.002","52.653","91.885","2.341","688.4"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 10:54:51.000","December 9th 2017, 10:54:58.000","543.91",0,"52.665","92.893","2.849","662.3"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 10:54:51.000","December 9th 2017, 10:54:58.000","536.87",0,"52.652","92.268","3.3","648.8"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 10:54:51.000","December 9th 2017, 10:54:58.000","509.41",0,"52.65","92.202","2.494","620.3"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 8th 2017, 16:11:11.000","December 8th 2017, 16:11:21.000","654.32","0.001","52.618","100.286","3.14","524.5"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 8th 2017, 16:11:11.000","December 8th 2017, 16:11:21.000","641.73","0.001","52.642","92.54","3.43","512.4"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 8th 2017, 16:11:11.000","December 8th 2017, 16:11:21.000","619.35",0,"52.674","93.568","3.587","496.5"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 8th 2017, 16:11:11.000","December 8th 2017, 16:11:21.000","616.57",0,"52.662","93.882","3.404","494.2"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 09:34:54.000","December 9th 2017, 09:35:01.000","444.6","0.002","52.653","92.133","5.178","506.7"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 09:34:54.000","December 9th 2017, 09:35:01.000","390.07",0,"52.635","62.065","2.532","447.1"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 09:34:54.000","December 9th 2017, 09:35:01.000","266.02","0.003","52.627","92.543","3.86","304.9"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 09:34:54.000","December 9th 2017, 09:35:01.000","104.86",0,"52.662","100.986","3.998","120.2"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 14:43:54.000","December 9th 2017, 14:44:00.000","385.91","0.028","52.638","94.047","3.346","451.4"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 9th 2017, 14:43:54.000","December 9th 2017, 14:44:00.000","268.09","0.137","52.644","93.996","2.905",314
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 11th 2017, 16:03:06.000","December 11th 2017, 16:11:37.000","28,715.4","0.001","52.625","115.117","7.345","449.2"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 11th 2017, 16:03:06.000","December 11th 2017, 16:11:37.000","8,516.53","0.001","52.631","147.478","8.73","133.2"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 11th 2017, 16:03:06.000","December 11th 2017, 16:11:37.000","8,240.37","0.001","52.63","139.224","9.868","128.9"
"dtn07.nersc.gov","ie17.ncsa.illinois.edu","December 11th 2017, 16:03:06.000","December 11th 2017, 16:11:37.000","7,032.19","0.001","52.625","128.378","8.505",110
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 10:44:14.000","December 9th 2017, 10:44:23.000","579.2",0,"52.645","92.652","3.615","497.2"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 10:44:14.000","December 9th 2017, 10:44:23.000","515.9",0,"52.642","93.048","3.083","442.8"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 10:44:14.000","December 9th 2017, 10:44:23.000","482.35","0.002","52.649","92.345","2.742",414
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 10:44:14.000","December 9th 2017, 10:44:23.000","465.57","0.002","52.654","91.887","2.826","396.2"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 09:45:29.000","December 9th 2017, 09:45:41.000","737.78",0,"52.643","92.098","3.934","482.6"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 09:45:29.000","December 9th 2017, 09:45:41.000","521.07",0,"52.633","109.761","6.068",342
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 09:45:29.000","December 9th 2017, 09:45:41.000","472.28",0,"52.626","108.992","5.752","309.9"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 09:45:29.000","December 9th 2017, 09:45:41.000","463.46","0.002","52.642","102.414","6.294","304.2"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 11th 2017, 23:43:48.000","December 11th 2017, 23:44:02.000","889.2",0,"52.649","106.847","10.088","478.7"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 11th 2017, 23:43:48.000","December 11th 2017, 23:44:02.000","686.52","0.001","52.644","105.81","9.432","370.6"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 11th 2017, 23:43:48.000","December 11th 2017, 23:44:02.000","629.9",0,"52.673","105.246","10.141",340
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 11th 2017, 23:43:48.000","December 11th 2017, 23:44:02.000","621.56",0,"52.683","104.167","9.242","335.5"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 11th 2017, 17:47:05.000","December 11th 2017, 17:47:21.000","844.72","0.001","52.635","105.225","13.286","424.5"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 11th 2017, 17:47:05.000","December 11th 2017, 17:47:21.000","792.85",0,"52.633","105.058","13.761","399.2"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 11th 2017, 17:47:05.000","December 11th 2017, 17:47:21.000","768.4",0,"52.609","104.919","13.567","386.9"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 11th 2017, 17:47:05.000","December 11th 2017, 17:47:21.000","714.26",0,"52.643","105.489","13.738","359.6"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 09:50:54.000","December 9th 2017, 09:51:06.000","636.26","0.051","52.641","92.882","3.535","400.2"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 09:50:54.000","December 9th 2017, 09:51:06.000","477.81","0.058","52.61","92.545","3.205","301.5"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 09:50:54.000","December 9th 2017, 09:51:06.000","261.21","0.096","52.635","92.32","2.867","164.8"
"dtn07.nersc.gov","ie16.ncsa.illinois.edu","December 9th 2017, 09:50:54.000","December 9th 2017, 09:51:06.000","174.74","0.046","52.62","102.086","3.32","110.2"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","November 10th 2017, 11:48:40.000","November 10th 2017, 11:55:31.000","51,928.512","0.001","50.712","120.301","1.423","1,012.3"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","November 10th 2017, 11:48:40.000","November 10th 2017, 11:55:31.000","51,934.078","0.001","50.718","101.985","1.531","1,012"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","November 10th 2017, 11:48:40.000","November 10th 2017, 11:55:31.000","51,917.309","0.001","50.703","131.056","1.616","1,011.8"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","November 10th 2017, 11:48:40.000","November 10th 2017, 11:55:31.000","51,879.559","0.001","50.678","151.088","1.56","1,011"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 14:49:11.000","December 9th 2017, 14:49:19.000","621.82",0,"52.641","93.166","3.4","567.9"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 14:49:11.000","December 9th 2017, 14:49:19.000","549.53",0,"52.652","93.892","3.547","501.3"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 14:49:11.000","December 9th 2017, 14:49:19.000","463.65",0,"52.651","92.551","3.781","423.4"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 14:49:10.000","December 9th 2017, 14:49:19.000","599.28",0,"52.635","91.812","3.239","543.6"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 09:18:55.000","December 9th 2017, 09:19:04.000","544.7","0.002","52.646","92.64","4.221","458.2"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 09:18:55.000","December 9th 2017, 09:19:04.000","539.27",0,"52.652","92.069","3.38","452.7"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 09:18:55.000","December 9th 2017, 09:19:04.000","448.62","0.002","52.632","100.941","3.947","377.8"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 09:18:55.000","December 9th 2017, 09:19:04.000","432.84",0,"52.651","106.995","4.352","364.5"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 09:24:18.000","December 9th 2017, 09:24:25.000","385.89",0,"52.659","91.734","4.682","423.5"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 09:24:18.000","December 9th 2017, 09:24:25.000","294.69",0,"52.628","78.069","3.427","324.7"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 09:24:18.000","December 9th 2017, 09:24:25.000","198.12",0,"52.646","92.392","4.83","218.3"
"dtn07.nersc.gov","ie15.ncsa.illinois.edu","December 9th 2017, 09:24:18.000","December 9th 2017, 09:24:25.000","184.24",0,"52.619","99.006","6.403","203.3"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 13:29:28.000","December 1st 2017, 13:30:26.000","2,413.22",0,"52.663","120.954","6.572","333.8"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 13:29:28.000","December 1st 2017, 13:30:26.000","1,916.84",0,"52.638","119.562","7.135","265.3"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 13:29:28.000","December 1st 2017, 13:30:26.000","1,915.59",0,"52.618","119.315","7.427","265.1"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 13:29:28.000","December 1st 2017, 13:30:26.000","1,862.76",0,"52.623","117.769","7.599","257.8"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 13:19:33.000","December 1st 2017, 13:29:24.000","18,871.66","0.001","52.612","109.303","4.529","255.4"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 13:19:33.000","December 1st 2017, 13:29:24.000","18,593.52","0.001","52.604","111.113","4.71","251.6"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 13:19:33.000","December 1st 2017, 13:29:24.000","18,201.98","0.001","52.617","106.213","4.41","246.3"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 13:19:33.000","December 1st 2017, 13:29:24.000","18,098.67","0.001","52.607","110.083","4.79","244.9"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 11:43:13.000","December 1st 2017, 11:52:23.000","17,073.98","0.001","52.654","121.58","6.663","248.5"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 11:43:13.000","December 1st 2017, 11:52:23.000","16,850.789","0.001","52.648","126.967","7.292","245.3"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 11:43:13.000","December 1st 2017, 11:52:23.000","16,477.65","0.001","52.652","127.09","7.037","239.8"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 11:43:13.000","December 1st 2017, 11:52:23.000","15,915.51","0.001","52.689","122.699","6.794","231.7"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","November 9th 2017, 15:43:30.000","November 9th 2017, 15:45:31.000","3,742.75",0,"50.707","103.811","4.83","247.4"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","November 9th 2017, 15:43:30.000","November 9th 2017, 15:45:31.000","3,510.65","0.001","50.725","112.663","5.038","232.1"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","November 9th 2017, 15:43:30.000","November 9th 2017, 15:45:31.000","3,004.62","0.001","50.717","105.986","5.209","198.7"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","November 9th 2017, 15:43:30.000","November 9th 2017, 15:45:31.000","2,698.22",0,"50.714","112.743","5.351","178.4"
"dtn07.nersc.gov","ie14.ncsa.illinois.edu","December 1st 2017, 11:40:59.000","December 1st 2017, 11:42:20.000","2,190.64","0.001","52.664","92.037","5.494","215.8"
